AK,1863
AL,6046
AR,2762
AZ,13711
CA,123480
CO,15482
CT,4316
DC,6539
DE,982
FL,57551
GA,19836
GU,1635
HI,5834
IA,3014
ID,2346
IL,14395
IN,6452
KS,1809
KY,6623
LA,12482
MA,16646
MD,10845
ME,2379
MI,13058
MN,7869
MO,8337
MS,2743
MT,1615
NC,12191
ND,799
NE,3877
NH,1574
NJ,13737
NM,3475
NV,11205
NY,65606
OH,12569
OK,5229
OR,19492
PA,14516
PR,4149
RI,1282
SC,4473
SD,731
TN,10276
TX,35121
UT,3284
VA,9080
VI,487
VT,1220
WA,22878
WI,6333
WV,2264
WY,579
